id;Наименование прокуратуры (SV-0001);REGION;Телефон канцелярии (SV-0004);Электронный адрес канцелярии(SV-0005);Адрес приемной(SV-0006);OKATO;CODE;autokey
2344;Прокуратура г. Кировграда Свердловской области;Свердловская область;8 (343-57) 3-28-50;KIRVG@66.mailop.ru;624150, г. Кировград , ул. Свердлова,46;65;387709530;FED_GENPROK_ORGANIZATION_2344
2327;Невьянская городская прокуратура Свердловской области;Свердловская область;8 (343-56) 2-10-97;NEV@66.mailop.ru;624194, г. Невьянск, ул. Ленина, 20;65;387706365;FED_GENPROK_ORGANIZATION_2327
2357;Прокуратура ЗАТО г. Лесной Свердловской области;Свердловская область;8 (343-42) 4-88-75;LES@66.mailop.ru;624200, г. Лесной Свердловской области, ул. Белинского,31;65;387710621;FED_GENPROK_ORGANIZATION_2357
2349;Прокуратура г. Нижней Туры Свердловской области;Свердловская область;8 (343-42) 2-12-50;NTUR@66.mailop.ru;624221, г. Нижняя Тура, ул. Декабристов, 17;65;387709692;FED_GENPROK_ORGANIZATION_2349
2317;Белоярская межрайонная прокуратура Свердловской области;Свердловская область;8 (34377) 7-14-35;BEL@66.mailop.ru;624251, г. Заречный, ул. Лермонтова, 15-а;65;387700811;FED_GENPROK_ORGANIZATION_2317
2336;Прокуратура г. Асбеста Свердловской области;Свердловская область;8 (343-65) 2-09-29;ASB@66.mailop.ru;624262, г. Асбест, ул. Чапаева, д.39;65;387707830;FED_GENPROK_ORGANIZATION_2336
2347;Прокуратура г. Кушвы Свердловской области;Свердловская область;8 (343-44) 2-61-53;KUSH@66.mailop.ru;624300, г. Кушва, ул. Луначарского, 6/1;65;387709628;FED_GENPROK_ORGANIZATION_2347
2346;Прокуратура г. Красноуральска Свердловской области;Свердловская область;8 (343-43) 2-14-78;KRUR@66.mailop.ru;624330, г. Красноуральск, ул. Ленина, 46А;65;387709596;FED_GENPROK_ORGANIZATION_2346
2343;Прокуратура г. Качканара Свердловской области;Свердловская область;8 (343-41) 2-30-66;KACH@66.mailop.ru;624350, г. Качканар, ул. Свердлова,8;65;387709364;FED_GENPROK_ORGANIZATION_2343
2335;Прокуратура Верхотурского района Свердловской области;Свердловская область;8 (343-89) 2-27-26;VERTUR@66.mailop.ru;624380, г. Верхотурье, ул. Карла Маркса, 1-а;65;387707322;FED_GENPROK_ORGANIZATION_2335
2364;Прокуратура Новолялинского района Свердловской области;Свердловская область;8 (343-88) 2-14-96;NOVLIAL@66.mailop.ru;624400, Новолялинский район, г. Новая Ляля, ул. Советская, 2-а;65;387714482;FED_GENPROK_ORGANIZATION_2364
2345;Прокуратура г. Краснотурьинска Свердловской области;Свердловская область;8 (343-84) 6-22-64;KRTUR@66.mailop.ru;624440, г. Краснотурьинск, ул. Ленина, 9;65;387709564;FED_GENPROK_ORGANIZATION_2345
2353;Прокуратура г. Североуральска Свердловской области;Свердловская область;8 (343-80) 2-58-89;SEV@66.mailop.ru;624481, г. Североуральск, ул. Ленина, 10;65;387710354;FED_GENPROK_ORGANIZATION_2353
2322;Ивдельская прокуратура по надзору за соблюдением законов в исправительных учреждениях Свердловской области;Свердловская область;8 (343-86) 2-21-16;IVDSZIU@66.mailop.ru;624590, г. Ивдель, ул. Трошева, 39;65;387705171;FED_GENPROK_ORGANIZATION_2322
2340;Прокуратура г. Ивделя Свердловской области;Свердловская область;8 (343-86) 2-22-96;IVD@66.mailop.ru;624590, г. Ивдель, ул. Трошева, 39;65;387708097;FED_GENPROK_ORGANIZATION_2340
2315;Алапаевская городская прокуратура Свердловской области;Свердловская область;8 (343-46) 2-48-73;ALAP@66.mailop.ru;624600, г. Алапаевск, ул. Пушкина, 66;65;387700009;FED_GENPROK_ORGANIZATION_2315
2348;Прокуратура г. Нижней Салды Свердловской области;Свердловская область;8 (343-45) 3-04-30;NSAL@66.mailop.ru;624740, г. Нижняя Салда, ул. Строителей, 34;65;387709660;FED_GENPROK_ORGANIZATION_2348
2319;Верхнесалдинская городская прокуратура Свердловской области;Свердловская область;8 (343-45) 2-47-18;VERSALD@66.mailop.ru;624766, г. Верхняя Салда, ул. Воронова, 19;65;387700957;FED_GENPROK_ORGANIZATION_2319
2384;Сухоложская городская прокуратура Свердловской области;Свердловская область;8 (343-73) 4-39-42;SUKH@66.mailop.ru;624800, г. Сухой Лог, ул. Октябрьская, 5;65;387720478;FED_GENPROK_ORGANIZATION_2384
2324;Камышловская межрайонная прокуратура Свердловской области;Свердловская область;8 (343-75) 2-30-66;KAMISH@66.mailop.ru;624860, Свердловская область, г. Камышлов, ул. Ленина, 13;65;387706270;FED_GENPROK_ORGANIZATION_2324
2354;Прокуратура Гаринского района Свердловской области;Свердловская область;8 (343-87) 2-18-17;GAR@66.mailop.ru;624910 п.г.т. Гари, ул. Комсомольская,14;65;387707798;FED_GENPROK_ORGANIZATION_2354
2342;Прокуратура г. Карпинска Свердловской области;Свердловская область;8 (343-88) 3-39-89;KAR@66.mailop.ru;624933, г. Карпинск, ул. 8 Марта , 32;65;387708683;FED_GENPROK_ORGANIZATION_2342
2388;Уральская прокуратура по надзору за соблюдением законов в исправительных учреждениях Свердловской области;Свердловская область;8 (343-85) 4-41-05;URALSZIU@66.mailop.ru;624971, Серовский район, п. Сосьва, ул. Ленина,31;65;387720613;FED_GENPROK_ORGANIZATION_2388
2383;Серовская транспортная прокуратура Уральской транспортной прокуратуры;Свердловская область;8 (34385) 9-20-15;serov-trans-prok@990.mailop.ru;624981, Свердловская область, г. Серов, ул. Паровозников, д. 12Б;65;385230710;FED_GENPROK_ORGANIZATION_2383
2382;Серовская городская прокуратура Свердловской области;Свердловская область;8 (343-85) 7-50-08;SER@66.mailop.ru;624992, Свердловская область, г. Серов, ул. Льва Толстого,14;65;387720446;FED_GENPROK_ORGANIZATION_2382
2403;Прокуратура Ленинского района г. Смоленска Смоленской области;Смоленская область;8 (4812) 35-31-82;len-rn@smolprok.ru;214000, г. Смоленск, ул. Багратиона, д. 3;66;387852766;FED_GENPROK_ORGANIZATION_2403
2409;Прокуратура Смоленского района Смоленской области;Смоленская область;8 (4812) 35-33-81;smol-rn@smolprok.ru;214000, г. Смоленск, ул. Багратиона, д. 4;66;387854752;FED_GENPROK_ORGANIZATION_2409
2400;Прокуратура Заднепровского района г. Смоленска Смоленской области;Смоленская область;8 (4812) 30-54-15;zadnepr-rn@smolprok.ru;214000, г. Смоленск, ул. Коммунистическая, д. 7;66;387849697;FED_GENPROK_ORGANIZATION_2400
2410;Прокуратура Смоленской области;Смоленская область;8(4812) 38-85-30;otdel_oiod@smolprok.ru;214000, Смоленская область, г. Смоленск, ул. Дохтурова, д. 2;66;360106785;FED_GENPROK_ORGANIZATION_2410
2420;Смоленская транспортная прокуратура Московской межрегиональной транспортной прокуратуры;Смоленская область;8 (4812) 39-50-54;smot@190.mailop.ru;214012, г. Смоленск, ул. Верхне-Профинтерновская, д. 24;66;382696413;FED_GENPROK_ORGANIZATION_2420
2407;Прокуратура Промышленного района г. Смоленска Смоленской области;Смоленская область;8 (4812) 52-33-18;prom-rn@smolprok.ru;214018, г. Смоленск, ул. Урицкого, д. 15;66;387853343;FED_GENPROK_ORGANIZATION_2407
2419;Смоленская прокуратура по надзору за исправительными учреждениями;Смоленская область;8 (4812) 35-39-20;iu@smolprok.ru;214018, г. Смоленск, ул. Урицкого, д. 15;66;387854561;FED_GENPROK_ORGANIZATION_2419
2391;Гагаринская межрайонная прокуратура Смоленской области;Смоленская область;8 499 135 31 79;gagarin@smolprok.ru;215010, г. Гагарин, ул. Мичурина, д. 3;66;344892923;FED_GENPROK_ORGANIZATION_2391
2390;Вяземская межрайонная прокуратура Смоленской области;Смоленская область;8 (48131) 4-23-71;vyazma@smolprok.ru;215110, г. Вязьма, ул. Просвещения, д. 8;66;387847113;FED_GENPROK_ORGANIZATION_2390
2405;Прокуратура Новодугинского района Смоленской области;Смоленская область;8 (48138) 2-13-02;novodugino@smolprok.ru;215240, c. Новодугино, ул. Стаханова, д. 3;66;387852843;FED_GENPROK_ORGANIZATION_2405
2411;Прокуратура Сычевского района Смоленской области;Смоленская область;8 (48130) 4-23-45;sychevka@smolprok.ru;215280, г. Сычевка, Станционное шоссе, д. 5;66;387855829;FED_GENPROK_ORGANIZATION_2411
2412;Прокуратура Темкинского района Смоленской области;Смоленская область;8 (48136) 2-13-33;temkino@smolprok.ru;215350, с. Темкино, ул. Октябрьская, д. 3;66;387856673;FED_GENPROK_ORGANIZATION_2412
2413;Прокуратура Угранского района Смоленской области;Смоленская область;8 (48137) 4-20-01;ugra@smolprok.ru;215430, п. Угра, ул. Ленина, д. 29;66;387912338;FED_GENPROK_ORGANIZATION_2413
2418;Сафоновская межрайонная прокуратура Смоленской области;Смоленская область;8 (48142) 4-29-02;safonovo@smolprok.ru;215500, г. Сафоново, ул. Советская, д. 23;66;387854529;FED_GENPROK_ORGANIZATION_2418
2399;Прокуратура Ершичского района Смоленской области;Смоленская область;8 (48155) 2-11-78;ershichi@smolprok.ru;215580, с. Ершичи, ул. Юбилейная, д. 8;66;387849637;FED_GENPROK_ORGANIZATION_2399
2415;Прокуратура Холм-Жирковского района Смоленской области;Смоленская область;8 (48139) 2-12-86;holm-zhirki@smolprok.ru;215650, пгт. Холм-Жирковский, ул. Советская, д. 16;66;387913853;FED_GENPROK_ORGANIZATION_2415
2396;Прокуратура Дорогобужского района Смоленской области;Смоленская область;8 (48144) 4-29-42;dorogobuzh@smolprok.ru;215710, г. Дорогобуж, ул. Пушкина, д. 7;66;387848524;FED_GENPROK_ORGANIZATION_2396
2421;Ярцевская межрайонная прокуратура Смоленской области;Смоленская область;8 (48143) 7-15-79;yartsevo@smolprok.ru;215800, г. Ярцево, ул. Советская, д. 6;66;387914460;FED_GENPROK_ORGANIZATION_2421
2402;Прокуратура Краснинского района Смоленской области;Смоленская область;8 (48145) 4-13-02;krasnyj@smolprok.ru;216100, Смоленская область, п. Красный, ул. Ленина, д. 4;66;387852711;FED_GENPROK_ORGANIZATION_2402
2404;Прокуратура Монастырщинского района Смоленской области;Смоленская область;8 (48148) 4-00-58;monastyrschina@smolprok.ru;216130, п. Монастырщина, ул. Ленинская, д. 45;66;387852809;FED_GENPROK_ORGANIZATION_2404
2397;Прокуратура Духовщинского района Смоленской области;Смоленская область;8 (48166) 4-16-07;duhovschina@smolprok.ru;216200, г. Духовщина, ул. Луначарского, д. 18;66;387849327;FED_GENPROK_ORGANIZATION_2397
2395;Прокуратура Демидовского района Смоленской области;Смоленская область;8 (48147) 4-21-93;demidov@smolprok.ru;216240, г. Демидов, ул. Гуреевская, д. 9;66;387847733;FED_GENPROK_ORGANIZATION_2395
2392;Прокуратура Велижского района Смоленской области;Смоленская область;8 (48132) 4-13-02;velizh@smolprok.ru;216290, г. Велиж, ул. Советская, д. 57;66;387847048;FED_GENPROK_ORGANIZATION_2392
2394;Прокуратура Глинковского района Смоленской области;Смоленская область;8 (48165) 2-13-02;glinka@smolprok.ru;216320, c. Глинка, ул. Ленина, д. 17;66;387847671;FED_GENPROK_ORGANIZATION_2394
2398;Прокуратура Ельнинского района Смоленской области;Смоленская область;8 (48146) 4-20-08;elnya@smolprok.ru;216330, г. Ельня, ул. Энгельса, д. 13;66;387849370;FED_GENPROK_ORGANIZATION_2398
2393;Прокуратура г. Десногорска Смоленской области;Смоленская область;8 (48153) 7-24-87;desnogorsk@smolprok.ru;216400, г. Десногорск, 6-ой микрорайон;66;387848245;FED_GENPROK_ORGANIZATION_2393
2416;Прокуратура Шумячского района Смоленской области;Смоленская область;8 (48133) 4-24-35;shumyachi@smolprok.ru;216410, п. Шумячи, ул. Садовая, д. 30;66;387914289;FED_GENPROK_ORGANIZATION_2416
2417;Рославльская межрайонная прокуратура Смоленской области;Смоленская область;8 (48134) 6-45-15;roslavl@smolprok.ru;216500, г. Рославль, ул. Первомайская, д. 43;66;387853408;FED_GENPROK_ORGANIZATION_2417
2401;Прокуратура Кардымовского района Смоленской области;Смоленская область;8 (48167) 4-13-02;kardymovo@smolprok.ru;216580, п. Кардымово, ул. Парковая, д. 2;66;387851114;FED_GENPROK_ORGANIZATION_2401
2406;Прокуратура Починковского района Смоленской области;Смоленская область;8 (48149) 4-19-82;pochinok@smolprok.ru;216600, Смоленская область, г. Починок, ул. Советская, д. 23;66;387852932;FED_GENPROK_ORGANIZATION_2406
2414;Прокуратура Хиславичского района Смоленской области;Смоленская область;8 (48140) 2-16-87;hislavichi@smolprok.ru;216620, п. Хиславичи, ул. Пушкина, д. 9а;66;387912508;FED_GENPROK_ORGANIZATION_2414
2408;Прокуратура Руднянского района Смоленской области;Смоленская область;8 (48141) 4-13-02;rudnya@smolprok.ru;216790, Смоленской области, г. Рудня, ул. Киреева, д. 81;66;387854271;FED_GENPROK_ORGANIZATION_2408
2450;Прокуратура Октябрьского района г. Ставрополя Ставропольского края;Ставропольский край;8 (8652) 26-16-43;okt@26.mailop.ru;355000, Ставроопльский край, город Ставрополь, проспект Октябрьской Революции, 102;7;384812712;FED_GENPROK_ORGANIZATION_2450
2437;Прокуратура г. Ставрополя Ставропольского края;Ставропольский край;8 (8652) 26-42-80;sta@26.mailop.ru;355000, Ставропольский край, город Ставрополь, проспект Октябрьской Революции, 79;7;384805067;FED_GENPROK_ORGANIZATION_2437
2455;Прокуратура Ставропольского края;Ставропольский край;8 (8652) 29-79-68;priem@26.mailop.ru;355000, Ставропольский край, город Ставрополь, проспект Октябрьской Революции, 9/1;7;360115348;FED_GENPROK_ORGANIZATION_2455
2460;Ставропольская межрайонная природоохранная прокуратура Ставропольского края;Ставропольский край;8 (8652) 26-35-20;stap@26.mailop.ru;355000, Ставропольский край, город Ставрополь, улица Ленина, 384;7;384819895;FED_GENPROK_ORGANIZATION_2460
2453;Прокуратура Промышленного района г. Ставрополя Ставропольского края;Ставропольский край;8 (8652) 35-12-37;pro@26.mailop.ru;355000, Ставропольский край, город Ставрополь, улица Лермонтова, 295;7;384814807;FED_GENPROK_ORGANIZATION_2453
2446;Прокуратура Ленинского района г. Ставрополя Ставропольского края;Ставропольский край;8 (8652) 37-08-04;len@26.mailop.ru;355000, Ставропольский край, город Ставрополь, улица Максима Морозова, 1а;7;384805600;FED_GENPROK_ORGANIZATION_2446
2462;Ставропольская транспортная прокуратура Южной транспортной прокуратуры;Ставропольский край;8 (8652) 28-15-70;stavropol_prok@donpac.ru;355008, Ставропольский край, г. Ставрополь, ул. Вокзальная, 27;7;385496870;FED_GENPROK_ORGANIZATION_2462
2461;Ставропольская межрайонная прокуратура по надзору за соблюдением законов в исправительных учреждениях Ставропольского края;Ставропольский край;8 (8652) 24-32-83;stavsziu@26.mailop.ru;355012, Ставропольский край, город Ставрополь, улица Мира, 313;7;384819940;FED_GENPROK_ORGANIZATION_2461
2448;Прокуратура Новоалександровского района Ставропольского края;Ставропольский край;8 (86544) 6-33-43;noval@26.mailop.ru;356000, Ставропольский край, город Новоалександровск, улица Ленина 76т;7;384811740;FED_GENPROK_ORGANIZATION_2448
2443;Прокуратура Красногвардейского района Ставропольского края;Ставропольский край;8 (86541) 2-38-30;krsn@26.mailop.ru;356030, Ставропольский край, село Красногвардейское, улица Ленина, 65;7;384805424;FED_GENPROK_ORGANIZATION_2443
2439;Прокуратура Изобильненского района Ставропольского края;Ставропольский край;8 (86545) 2-43-93;izo@26.mailop.ru;356140, Ставропольский край, город Изобильный, улица Чапаева, 37д;7;384805191;FED_GENPROK_ORGANIZATION_2439
2457;Прокуратура Труновского района Ставропольского края;Ставропольский край;8 (86546) 3-40-66;tru@26.mailop.ru;356170, Ставропольский край, село Донское, улица Ленина, 3;7;384817048;FED_GENPROK_ORGANIZATION_2457
2459;Прокуратура Шпаковского района Ставропольского края;Ставропольский край;8 (86553) 5-11-74;shp@26.mailop.ru;356240, Ставропольский край, город Михайловск, улица Гагарина, 380/1;7;384819850;FED_GENPROK_ORGANIZATION_2459
2438;Прокуратура Грачевского района Ставропольского края;Ставропольский край;8 (86540) 4-10-28;gra@26.mailop.ru;356250, Ставропольский край, село Гчевка, улица Ставропольская, 42;7;384805129;FED_GENPROK_ORGANIZATION_2438
2426;Прокуратура Александровского района Ставропольского края;Ставропольский край;8 (86557) 2-63-53;alek@26.mailop.ru;356300, Ставропольский край, село Александровское, улица Карла Маркса, 69;7;384801782;FED_GENPROK_ORGANIZATION_2426
2449;Прокуратура Новоселицкого района Ставропольского края;Ставропольский край;8 (86548) 2-03-56;novsel@26.mailop.ru;356350, Ставропольский край, село Новоселицкое, переулок Кавказский, 2;7;384811787;FED_GENPROK_ORGANIZATION_2449
2430;Прокуратура Благодарненского района Ставропольского края;Ставропольский край;8 (86549) 2-15-49;bla@26.mailop.ru;356420, Ставропольский край, город Благодарный, улица Чапаева, 357;7;384801965;FED_GENPROK_ORGANIZATION_2430
2451;Прокуратура Петровского района Ставропольского края;Ставропольский край;8 (86547) 4-06-49;pet@26.mailop.ru;356530, Ставропольский край, город Светлоград, площадь 50 лет Октября, 5;7;384814676;FED_GENPROK_ORGANIZATION_2451
2458;Прокуратура Туркменского района Ставропольского края;Ставропольский край;8 (86565) 2-62-11;tur@26.mailop.ru;356540, Ставропольский край, село Летняя Ставка, улица Советская, 43;7;384819804;FED_GENPROK_ORGANIZATION_2458
2429;Прокуратура Арзгирского района Ставропольского края;Ставропольский край;8 (86560) 3-17-44;arz@26.mailop.ru;356570, Ставроопльский край, село Арзгир, улица Пети Базалеева, 1;7;384801919;FED_GENPROK_ORGANIZATION_2429
2440;Прокуратура Ипатовского района Ставропольского края;Ставропольский край;8 (86542) 5-87-72;ipa@26.mailop.ru;356630, Ставроопльский край, город Ипатово, улица Ленина, 118;7;384805253;FED_GENPROK_ORGANIZATION_2440
2428;Прокуратура Апанасенковского района Ставропольского края;Ставропольский край;8 (86555) 5-15-84;apa@26.mailop.ru;356720, Ставропольский край, село Дивное, переулок Почтовый, 15;7;384801873;FED_GENPROK_ORGANIZATION_2428
2422;Буденновская межрайонная прокуратура Ставропольского края;Ставропольский край;8 (86559) 7-20-86;bud@26.mailop.ru;356800, Ставропольский край, город Буденновск, улица Октябрьская, 21;7;384801647;FED_GENPROK_ORGANIZATION_2422
2447;Прокуратура Нефтекумского района Ставропольского края;Ставропольский край;8 (86558) 4-39-69;nef@26.mailop.ru;356880, Ставропольский край, город Нефтекумск, улица Дзержинского, 12;7;384805942;FED_GENPROK_ORGANIZATION_2447
2442;Прокуратура Кочубеевского района Ставропольского края;Ставропольский край;8 (86550) 3-71-38;koc@26.mailop.ru;357000, Ставропольский край, село Кочубеевское, улица Октябрьской Революции, 80;7;384805378;FED_GENPROK_ORGANIZATION_2442
2427;Прокуратура Андроповского района Ставропольского края;Ставропольский край;8 (86556) 6-20-96;and@26.mailop.ru;357070, Ставропольский край, село Курсавка, улица Почтовая, 11;7;384801828;FED_GENPROK_ORGANIZATION_2427
2435;Прокуратура г. Невинномысска Ставропольского края;Ставропольский край;8 (86554) 3-77-88;nev@26.mailop.ru;357100, Ставропольский край, город Невинномысск, улица Гагарина, 55;7;384804936;FED_GENPROK_ORGANIZATION_2435
2424;Минераловодская межрайонная прокуратура Ставропольского края;Ставропольский край;8 (87922) 6-73-90;min@26.mailop.ru;357200, Ставропольский край, город Минеральные Воды, улица Пятигорска, 29;7;384801737;FED_GENPROK_ORGANIZATION_2424
2441;Прокуратура Кировского района Ставропольского края;Ставропольский край;8 (87938) 5-12-60;kir@26.mailop.ru;357300, Ставроопльский край, город Новопавловск, улица Светлая, 9;7;384805316;FED_GENPROK_ORGANIZATION_2441
2425;Минераловодская транспортная прокуратура Южной транспортной прокуратуры;Ставропольский край;8 (87922) 4-79-55;minvoda_prok@donpac.ru;357302, Ставропольский край, г. Минеральные Воды, ул. XX?? Партсъезда, 2;7;385490530;FED_GENPROK_ORGANIZATION_2425
2434;Прокуратура г. Лермонтова Ставропольского края;Ставропольский край;8 (87935) 3-77-65;ler@26.mailop.ru;357340, Ставропольский край, город Лермонтов, улица Ленина, 13;7;384804891;FED_GENPROK_ORGANIZATION_2434
2452;Прокуратура Предгорного района Ставропольского края;Ставропольский край;8 (87961) 2-23-75;pre@26.mailop.ru;357350, Ставропольский край, станица Ессентукская, улица Садовая, 2;7;384814740;FED_GENPROK_ORGANIZATION_2452
2432;Прокуратура г. Железноводска Ставропольского края;Ставропольский край;8 (87932) 4-41-81;zhel@26.mailop.ru;357400, Ставропольский край, город Железноводск, улица Ленина, 69;7;384804761;FED_GENPROK_ORGANIZATION_2432
2436;Прокуратура г. Пятигорска Ставропольского края;Ставропольский край;8 (8793) 33-00-19;piat@26.mailop.ru;357518, Ставропольский край, город Пятигорск, улица Октябрьская, 44;7;384804999;FED_GENPROK_ORGANIZATION_2436
2431;Прокуратура г. Ессентуки Ставропольского края;Ставропольский край;8 (87934) 6-54-99;ess@26.mailop.ru;357600, Ставропольский край, город Ессентуки, улица Вокзальная, 15;7;384802011;FED_GENPROK_ORGANIZATION_2431
2433;Прокуратура г. Кисловодска Ставропольского края;Ставропольский край;8 (87937) 3-02-11;kis@26.mailop.ru;357700, Ставропольский край, город Кисловодск, улица Красногвардейская, 4а;7;384804828;FED_GENPROK_ORGANIZATION_2433
2423;Георгиевская межрайонная прокуратура Ставропольского края;Ставропольский край;8 (87951) 5-00-21;geo@26.mailop.ru;357820, Ставропольский край, город Георгиевск, улица Калинина, 14;7;384801692;FED_GENPROK_ORGANIZATION_2423
2444;Прокуратура Курского района Ставропольского края;Ставропольский край;8 (87964) 6-33-79;kur@26.mailop.ru;357850, Ставропольский край, станица Курская, улица Гагарина, 6;7;384805470;FED_GENPROK_ORGANIZATION_2444
2454;Прокуратура Советского района Ставропольского края;Ставропольский край;8 (86552) 6-11-43;sov@26.mailop.ru;357910, Ставропольский край, город Зеленокумск, улица Крайнева, 72;7;384814871;FED_GENPROK_ORGANIZATION_2454
2456;Прокуратура Степновского района Ставропольского края;Ставропольский край;8 (86563) 3-11-53;ste@26.mailop.ru;357930, Ставропольский край, село Степное, улица Петра Явецкого, 43;7;384815879;FED_GENPROK_ORGANIZATION_2456
2445;Прокуратура Левокумского района Ставропольского края;Ставропольский край;8 (86543) 3-17-99;lev@26.mailop.ru;357960, Ставропольский край, село Левокумское, улица Карла Маркса, 176;7;384805532;FED_GENPROK_ORGANIZATION_2445
2488;Прокуратура Тамбовской области;Тамбовская область;8-475-2 72-23-03;Priem@68.mailop.ru;392000, Тамбовская область, г. Тамбов, ул. Лермонтовская, дом №1;68;360148705;FED_GENPROK_ORGANIZATION_2488
2487;Прокуратура Тамбовского района Тамбовской области;Тамбовская область;8-475-2 72-58-90;proktambovskaya@68.mailop.ru;392000, Тамбовская область, г. Тамбов, ул. Лермонтовская, дом №1;68;387958199;FED_GENPROK_ORGANIZATION_2487
2484;Прокуратура Советского района г. Тамбова Тамбовской области;Тамбовская область;8-475-2 71-16-20;proksovetskaya@68.mailop.ru;392000, Тамбовская облать, г. Тамбов, ул. Мичуринская, дом № 5;68;387957494;FED_GENPROK_ORGANIZATION_2484
2478;Прокуратура Октябрьского района г. Тамбова Тамбовской области;Тамбовская область;8-475-2 71-17-29;prokoktaybrskaya@68.mailop.ru;392000, Тамбовская облать, г. Тамбов, ул. Мичуринская, дом № 5;68;387955281;FED_GENPROK_ORGANIZATION_2478
2492;Тамбовская прокуратура по надзору за соблюдением законов в исправительных учреждениях;Тамбовская область;8-475-2 75-53-89;prokiu@68.mailop.ru;392002, Тамбовская область, г. Тамбов, ул. Уборевича, дом №2;68;387958778;FED_GENPROK_ORGANIZATION_2492
2473;Прокуратура Ленинского района г. Тамбова Тамбовской области;Тамбовская область;8-475-2 75-59-20;prokleninskaya@68.mailop.ru;392023, Тамбовская область, г. Тамбов, ул. Уборевича, дом №2;68;387953515;FED_GENPROK_ORGANIZATION_2473
2477;Прокуратура Никифоровского района Тамбовской области;Тамбовская область;8-475-36 3-17-45;proknikiforovka@68.mailop.ru;393000, Тамбовская область, рабочий посёлок Дмитриевка, площадь Ленина, дом № 3А;68;387955237;FED_GENPROK_ORGANIZATION_2477
2480;Прокуратура Петровского района Тамбовской области;Тамбовская область;8-475-44 2-07-75;prokpetrovka@68.mailop.ru;393070, Тамбовская область, село Петровское, ул. Интернациональная, дом № 19;68;387956798;FED_GENPROK_ORGANIZATION_2480
2490;Прокуратура Уметского района Тамбовской области;Тамбовская область;8-475-59 2-44-59;prokumet@68.mailop.ru;393130, Тамбовская область, рабочий посёлок Умет, ул. Коммунальная, дом № 16;68;387958395;FED_GENPROK_ORGANIZATION_2490
2469;Прокуратура Гавриловского района Тамбовской области;Тамбовская область;8-475-51 3-23-96;prokgavrilovka@68.mailop.ru;393160, Тамбовская область, село Гавриловка 2-я, ул. Советская, дом №36;68;387951616;FED_GENPROK_ORGANIZATION_2469
2466;Прокуратура г. Котовска Тамбовской области;Тамбовская область;8-475-41 4-65-91;prokkotovsk@68.mailop.ru;393190, Тамбовская область, г. Котовск, ул. Кирова, дом № 3А;68;387951813;FED_GENPROK_ORGANIZATION_2466
2465;Прокуратура Бондарского района Тамбовской области;Тамбовская область;8-475-34 2-44-53;prokbondari@68.mailop.ru;393230, Тамбовская область, село Бондари ул. Советская, дом № 87;68;387951135;FED_GENPROK_ORGANIZATION_2465
2491;Рассказовская межрайонная прокуратура Тамбовской области;Тамбовская область;8-475-31 20-7-32;prokrasskazovo@68.mailop.ru;393250, Тамбовская область, г. Рассказово, ул. Пушкина, дом № 8;68;387958575;FED_GENPROK_ORGANIZATION_2491
2472;Прокуратура Инжавинского района Тамбовской области;Тамбовская область;8-475-53 2-74-51;prokingavino@68.mailop.ru;393310, Тамбовская область, рабочий посёлок Инжавино, ул. Распопова, дом № 20;68;387952883;FED_GENPROK_ORGANIZATION_2472
2463;Кирсановская межрайонная прокуратура Тамбовской области;Тамбовская область;8-475-37 3-45-60;prokkirsanov@68.mailop.ru;393360, Тамбовская область, г. Кирсанов, ул. Максима Горького, дом № 26 А;68;387950988;FED_GENPROK_ORGANIZATION_2463
2471;Прокуратура Знаменского района Тамбовской области;Тамбовская область;8-475-52 2-42-56;prokznamenka@68.mailop.ru;393400, Тамбовская область, рабочий посёлок Знаменка, ул. Парковая, дом № 13;68;387952444;FED_GENPROK_ORGANIZATION_2471
2483;Прокуратура Сампурского района Тамбовской области;Тамбовская область;8-475-56 2-27-45;proksampur@68.mailop.ru;393430, Тамбовская область, посёлок Сатинка, ул. Советская, дом № 33;68;387957459;FED_GENPROK_ORGANIZATION_2483
2493;Уваровская межрайонная прокуратура Тамбовской области;Тамбовская область;8-475-58 4-23-37;prokuvarovo@68.mailop.ru;393460, Тамбовская область, г. Уварово, ул. Гагарина, дом № 5А;68;387958811;FED_GENPROK_ORGANIZATION_2493
2482;Прокуратура Ржаксинского района Тамбовской области;Тамбовская область;8-475-55 2-67-15;prokrgaksa@68.mailop.ru;393520, Тамбовская область, рабочий посёлок Ржакса, ул. Первомайская, дом № 6;68;387956878;FED_GENPROK_ORGANIZATION_2482
2489;Прокуратура Токаревского района Тамбовской области;Тамбовская область;8-475-57 2-50-82;proktokarevka@68.mailop.ru;393550, Тамбовская область, рабочий посёлок Токаревка, переулок Первомайский, дом № 7А;68;387958289;FED_GENPROK_ORGANIZATION_2489
2476;Прокуратура Мучкапского района Тамбовской области;Тамбовская область;8-475-46 3-12-30;prokmuchkap@68.mailop.ru;393570, Тамбовская область, рабочий посёлок Мучкапский, ул. Гагарина, дом № 3;68;387955150;FED_GENPROK_ORGANIZATION_2476
2475;Прокуратура Мордовского района Тамбовской области;Тамбовская область;8-475-42 3-11-40;prokmordovo@68.mailop.ru;393600, Тамбовская область, рабочий посёлок Мордово, ул. Коммунальная, дом № 37;68;387954886;FED_GENPROK_ORGANIZATION_2475
